participant_id,MAE,MAE_SE,RMSE,RMSE_SE,MAPE,MAPE_SE,Pearson,Pearson_SE,SNR,SNR_SE,num_windows,mean_prediction,mean_ground_truth,std_prediction,std_ground_truth
subject10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.055705105057756325,0.5691466158783454,7,110.49107142857143,110.49107142857143,9.369019138147248,9.369019138147248
subject11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.41143327362168414,0.8297655732080056,7,123.54910714285714,123.54910714285714,5.121782993564181,5.121782993564181
subject12,2.5111607142857144,1.8404304535303875,5.478705861145169,5.092408694262718,3.6090225563909777,2.620661718653417,-0.2204792759220492,0.4362084109434134,2.22843549208003,1.5775308396282353,7,66.796875,68.30357142857143,4.603033622165464,1.7397831772455241
subject13,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,6.664001874625056e-09,-0.1001731173207949,0.8521672397939902,7,107.47767857142857,107.47767857142857,6.738151271483741,6.738151271483741
subject14,5.524553571428571,3.2437465242065002,10.20656321964923,8.87018574428153,7.597402597402596,4.579385679009606,0.8100925873009823,0.262202212042538,-2.169163188942536,1.3318066129870643,7,71.81919642857143,77.34375,12.302124824245874,5.315125401692258
subject15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5056889936667041,0.49672839471660746,7,114.50892857142857,114.50892857142857,3.6906374472737613,3.6906374472737613
subject16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4508841309762213,1.1595804006540118,7,93.41517857142857,93.41517857142857,3.176394971151274,3.176394971151274
subject17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.9162481429649767,0.9614300171142586,7,85.88169642857143,85.88169642857143,3.1763949711512742,3.1763949711512742
subject18,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,9.424321830774484e-09,1.443567876294156,0.916959011431393,7,121.03794642857143,121.03794642857143,7.940987427878185,7.940987427878185
subject1,45.703125,7.170496190989852,48.434034654265844,26.321337838909677,43.10906298003072,6.639342590270631,0.24773340742668243,0.559353245229037,-10.170958439234902,1.0570325297579797,5,60.46875,106.171875,16.54959697866537,4.099888051063102
subject20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4127041137833639,0.7603065590803816,7,126.06026785714286,126.06026785714286,8.899576245537062,8.899576245537062
subject22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7411718054795081,1.2155043671372545,7,101.953125,101.953125,7.516722428786935,7.516722428786935
subject23,0.5859375,0.5348853100636388,1.4352478961620183,1.3712972574144822,0.8333333333333334,0.7607257743127308,0.9486832980505138,0.15811388300841903,2.8257711391026366,0.7897017995131064,6,64.453125,65.0390625,3.3145630368119416,3.930588241698849
subject24,0.5022321428571429,0.4649766126089824,1.3287813504230646,1.2785473803123033,0.4329004329004329,0.4007879219794596,0.997134526217243,0.03383115908600936,-1.1783594035413782,0.6172888615211733,7,104.96651785714286,105.46875,15.658048595209715,15.945376205076775
subject25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3424599543717589,0.3793166874444336,5,115.3125,115.3125,2.6308528500754274,2.6308528500754274
subject26,7.03125,6.288941186718159,15.722352966795397,14.869283392132933,7.142857142857142,6.388765649999398,0.33995005182504245,0.5429653034538368,-2.871711033768829,0.9444481016653264,5,92.109375,99.140625,14.47822988576297,1.40625
subject27,21.09375,11.932426932522988,34.01264987563451,26.59794366956473,19.25,10.791200118615167,0.238455241619133,0.5606957278668354,-1.035748741634913,2.6302868778218924,5,87.890625,108.984375,27.41285909477521,8.319487194983836
subject30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.034289943039257774,0.7255646028438814,7,98.4375,98.4375,7.03125,7.03125
subject31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.790591393625009,1.0212276619952592,7,78.34821428571429,78.34821428571429,1.588197485575637,1.588197485575637
subject32,1.0044642857142858,0.6002822256701754,1.8791806071967339,1.4527102944571262,0.8530685001273236,0.5098854298129085,0.984581497797357,0.07822950107870175,1.4499675656728481,1.0002841387622858,7,104.96651785714286,104.96651785714286,10.701198759707736,10.701198759707736
subject33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7141668357221302,0.9178805347671756,7,116.015625,116.015625,5.315125401692258,5.315125401692258
subject34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.8689283656067244,0.7422583981638928,7,115.01116071428571,115.01116071428571,2.460424964849174,2.460424964849174
subject35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.373360717859924,1.1417848772883668,7,102.45535714285714,102.45535714285714,14.11620802488803,14.11620802488803
subject36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.050093637122002,0.8719454936105607,7,118.52678571428571,118.52678571428571,7.449306516055912,7.449306516055912
subject37,2.0089285714285716,0.9679260050150539,3.2548362882628763,2.516168038678087,3.3312447786131996,1.6729217148116606,0.906276201797912,0.18903092130905477,3.4275403322854534,1.5175013247610236,7,61.27232142857143,59.263392857142854,5.89989180358463,4.764592456726911
subject38,0.5022321428571429,0.4649766126089823,1.3287813504230646,1.2785473803123033,0.4608294930875576,0.4266452072684568,0.8846153846153845,0.20854525710347643,1.9124988477735703,0.9536954032861639,7,110.99330357142857,110.49107142857143,2.5608914967820904,2.5608914967820904
subject39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.090440373565772,0.998634633200746,7,84.87723214285714,84.87723214285714,2.2460504238279135,2.2460504238279135
subject3,3.515625,2.029747040119778,6.089241120359334,4.626822701786106,3.5098522167487682,2.026881846137043,0.053300179088902604,0.49928926758670944,0.8681449555315365,1.867194539569521,6,92.578125,96.09375,3.3145630368119416,3.886669676197734
subject40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0514397468407966,0.7700614131677788,7,85.88169642857143,85.88169642857143,4.141512347160597,4.141512347160597
subject41,8.035714285714286,7.439625801743718,21.260501606769033,20.456758084996853,7.619047619047619,7.053867426838487,-0.4795054886323517,0.3924473178329671,-1.172919493129832,1.0667541390330015,7,92.91294642857143,100.94866071428571,18.010467599706466,3.0959668541696868
subject42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.295340764263234,0.4092940402176425,7,94.921875,94.921875,6.232536987383801,6.232536987383801
subject43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.148307605204262,0.7999435949511021,7,98.93973214285714,98.93973214285714,4.378358313824338,4.378358313824338
subject44,1.0044642857142858,0.9299532252179646,2.657562700846129,2.5570947606246066,1.2422360248447204,1.1500870804627967,0.8702236517687363,0.22032285215214747,-0.2928971970505433,0.7925759189852086,7,81.86383928571429,82.86830357142857,4.869321285351223,3.6906374472737613
subject45,1.0044642857142858,0.6002822256701754,1.8791806071967339,1.4527102944571262,0.8530685001273236,0.5098854298129085,0.9843832671610518,0.07872684844871315,2.1183374583501413,0.8444472146348786,7,108.48214285714286,109.48660714285714,6.3527899423025485,7.381274894547523
subject46,8.035714285714286,7.439625801743717,21.260501606769033,20.456758084996853,8.16326530612245,7.557715100184094,0.062456100981823796,0.4463405057688913,3.0982804583248447,1.8621573311425432,7,88.89508928571429,96.93080357142857,19.503168588228615,4.141512347160596
subject47,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,6.664001874625056e-09,3.230343414731262,0.7728616302687022,7,110.49107142857143,110.49107142857143,6.470808512306146,6.470808512306146
subject48,0.5859375,0.5348853100636388,1.4352478961620183,1.3712972574144822,0.6666666666666667,0.6085806194501845,0.6324555320336759,0.3872983346207417,-0.4402915155708546,0.8149376280986291,6,90.8203125,90.234375,1.3101960805662831,1.6572815184059708
subject49,1.0044642857142858,0.6002822256701754,1.8791806071967339,1.4527102944571262,1.1005291005291007,0.6583726228755385,0.8660254037844386,0.22360679774997902,1.4696835859545925,0.6288301467595312,7,87.890625,87.890625,3.2548362882628763,3.7583612143934677
subject4,3.515625,2.4356964481437338,6.482492196534062,5.9066314772525335,3.5978835978835977,2.474471433323009,0.870728958556456,0.2839196369463194,-1.362195838117119,1.309733019472783,5,102.65625,100.546875,12.459406743751886,11.02808470876743
subject5,0.703125,0.6288941186718158,1.5722352966795397,1.4869283392132933,0.6896551724137931,0.6168463386206315,0.9316949906249123,0.20971762320196533,2.9414712549773494,0.8311856900091674,5,97.734375,98.4375,3.444594950788844,3.8511742324581992
subject8,1.0044642857142858,0.9299532252179646,2.657562700846129,2.5570947606246066,0.8928571428571428,0.8266250890826353,0.7100469468046934,0.31490739379485294,2.5213460992960957,0.8103147372649907,7,111.99776785714286,113.00223214285714,3.479566354491048,2.2460504238279135
subject9,0.5022321428571429,0.4649766126089824,1.3287813504230646,1.2785473803123033,0.5102040816326531,0.47235719376150587,0.9906631105945205,0.06096983074798357,-0.13373632422926202,1.2039091075849915,7,107.47767857142857,107.97991071428571,6.738151271483741,5.856982930090145
